first	second
UBTF	RUNX2
TAL1	RUNX2
LGALS3	RUNX2
PML	RUNX2
MSX2	RUNX2
STAT3	RUNX2
YAP1	RUNX2
YWHAE	RUNX2
PIN1	RUNX2
HDAC1	RUNX2
CBFB	RUNX2
FHL2	RUNX2
NR0B2	RUNX2
TAZ	RUNX2
ALYREF	RUNX2
KAT6B	RUNX2
KAT2B	RUNX2
HDAC8	RUNX2
WWTR1	RUNX2
SMURF2	RUNX2
SMURF1	RUNX2
HEY2	RUNX2
LEF1	RUNX2
SATB2	RUNX2
GAS7	CBFB
MYC	CBFB
UBC	CBFB
MYOD1	CBFB
SYT1	CBFB
PRKACB	CBFB
PDIA3	CBFB
RPL35	CBFB
CDK9	CBFB
RARS	CBFB
RAB2A	CBFB
DST	CBFB
KMT2A	CBFB
C1QBP	CBFB
RUNX3	CBFB
ELAVL1	CBFB
FOXP3	CBFB
DHX36	CBFB
APOBEC3G	CBFB
COPRS	CBFB
UTP3	CBFB
INTS13	CBFB
RNF7	CBFB
SNX2	NFYC
GAPDH	NFYC
UBC	NFYC
CFTR	NFYC
TRIM27	NFYC
ATF6	NFYC
TBP	NFYC
NFYA	NFYC
CDK2	NFYC
MZF1	NFYC
MS4A2	NFYC
POU5F1	NFYC
DST	NFYC
RPS6KA1	NFYC
ELAVL1	NFYC
ARID2	NFYC
BICRAL	NFYC
ADNP2	NFYC
TBPL2	NFYC
GNAO1	PDE6H
MYC	RASGRF1
HRAS	RASGRF1
PRKACA	RASGRF1
GRK2	RASGRF1
MARK3	RASGRF1
RHOA	RASGRF1
RAC1	RASGRF1
MDM2	RASGRF1
PPP1R9B	RASGRF1
EHD4	RASGRF1
CARD9	RASGRF1
GAPDH	PRKG1
PRKCA	PRKG1
RGS2	PRKG1
GTF2I	PRKG1
PAK1	PRKG1
BMPR2	PRKG1
TMEM242	PRKG1
HECW2	PRKG1
FHOD1	PRKG1
CEACAM6	CEACAM7
SUMO1	KCNC3
UBC	CDK13
CDK4	CDK13
CDK2	CDK13
ARRB2	CDK13
TERF1	CDK13
YWHAE	CDK13
SRPK2	CDK13
TERF2	CDK13
RNF2	CDK13
BARD1	CDK13
CHMP4A	CDK13
ALK	CDK13
PPP1R12B	IL16
MYC	IL16
UBC	IL16
CSNK2A2	IL16
CD9	IL16
KCNA3	IL16
CASP3	IL16
YWHAE	IL16
GABPA	IL16
GABPB1	IL16
SKP2	IL16
CACNA1C	IL16
GRIN2C	IL16
KCND1	IL16
KCND2	IL16
DVL2	CKAP5
FYB	CKAP5
TACC1	CKAP5
EED	CKAP5
BCAR3	CKAP5
USP19	CKAP5
BAG3	CKAP5
ABL1	CKAP5
FN1	CKAP5
FYN	CKAP5
YES1	CKAP5
CLTA	CKAP5
UBC	CKAP5
TOP1	CKAP5
SRC	CKAP5
NCAM1	CKAP5
RPA2	CKAP5
NCK1	CKAP5
PLCG1	CKAP5
APC	CKAP5
RPA1	CKAP5
PIK3R1	CKAP5
GRK5	CKAP5
RPA3	CKAP5
CDK9	CKAP5
CHN2	CKAP5
HIRA	CKAP5
HDAC4	CKAP5
SEM1	CKAP5
GRB2	CKAP5
TFAP4	CKAP5
POU5F1	CKAP5
PTPN11	CKAP5
STK4	CKAP5
GRB10	CKAP5
GRB7	CKAP5
SHB	CKAP5
LRRK2	CKAP5
MEPCE	CKAP5
CCDC50	CKAP5
FRS2	CKAP5
PTPRN2	CKAP5
ERBIN	CKAP5
CDC5L	CKAP5
ATG101	CKAP5
FOXP3	CKAP5
CCDC8	CKAP5
SIRT7	CKAP5
FBXO6	CKAP5
HAUS2	CKAP5
USP21	CKAP5
AUP1	CKAP5
PDPK1	CIRBP
PRKAB2	CIRBP
PRKN	CIRBP
ULK1	CIRBP
FN1	CIRBP
UBC	CIRBP
VCL	CIRBP
VCAM1	CIRBP
APC	CIRBP
BMI1	CIRBP
RBMX	CIRBP
HNRNPK	CIRBP
YWHAE	CIRBP
MDM2	CIRBP
YWHAH	CIRBP
KCNMA1	CIRBP
PRKAA1	CIRBP
HNRNPA0	CIRBP
CUL1	CIRBP
CUL2	CIRBP
CUL3	CIRBP
CAPRIN1	CIRBP
SF3A2	CIRBP
ELAVL1	CIRBP
NEDD8	CIRBP
PAXIP1	CIRBP
CAND1	CIRBP
KBTBD7	CIRBP
NSMAF	CIRBP
COPS5	CIRBP
CUL5	CIRBP
RNF2	CIRBP
BARD1	CIRBP
PRMT1	CIRBP
LXN	CIRBP
GABARAPL1	CIRBP
MOV10	CIRBP
SMURF1	CIRBP
NXF1	CIRBP
TLN1	CIRBP
PSMD14	CAMK1
CDK14	CAMK1
GAPDH	CAMK1
HSPB1	CAMK1
P4HB	CAMK1
PRKACA	CAMK1
ATF1	CAMK1
CSNK2A2	CAMK1
PRKACG	CAMK1
MAPK3	CAMK1
ARL1	CAMK1
HDAC4	CAMK1
UBE2G2	CAMK1
ABCE1	CAMK1
YWHAE	CAMK1
CNBP	CAMK1
CDK5	CAMK1
PFKP	CAMK1
MAPK7	CAMK1
CAMKK1	CAMK1
PIK3R3	CAMK1
HDAC2	CAMK1
SGTB	CAMK1
PPP1R9B	CAMK1
NDN	CAMK1
HDAC9	CAMK1
NIPSNAP2	COTL1
EED	COTL1
CD2BP2	COTL1
UBC	COTL1
IL7R	COTL1
ACTB	COTL1
CYCS	COTL1
PDE6H	COTL1
ELAVL1	COTL1
SMAD1	COTL1
TERF2IP	COTL1
ABCA4	CNGB1
SRRM1	CNGB1
MATN2	COL4A6
OSM	COL4A6
VHL	COL4A6
HABP2	COL4A6
KLK6	COL4A6
PGLS	BAAT
PEX5	BAAT
YWHAE	BAAT
PDGFRL	BAAT
CDKN2A	BAAT
HSD3B7	BAAT
SLC7A11	BAAT
MAG	COL9A3
PHB	COL9A2
PPBP	COX17
SUMO2	COX17
YWHAE	COX17
RIF1	COX17
COX14	COX17
COA1	COX17
UBC	RAB33A
HOXA1	RAB33A
TERF2	CYLC2
CDKN2A	CYLC2
POT1	CYLC2
UBC	CCNI
CDK5	CCNI
ELAVL1	CCNI
CEP63	CCNI
NXF1	CCNI
PIK3C2A	HNRNPD
PRMT5	HNRNPD
IFIT3	HNRNPD
HNRNPDL	HNRNPD
UBD	HNRNPD
PDPK1	HNRNPD
FOXO3	HNRNPD
DENR	HNRNPD
PRKAB2	HNRNPD
PRKN	HNRNPD
OBSL1	HNRNPD
NIPSNAP2	HNRNPD
ULK1	HNRNPD
EED	HNRNPD
BANF1	HNRNPD
CSDE1	HNRNPD
ATG12	HNRNPD
GABARAP	HNRNPD
PGLS	HNRNPD
STAU1	HNRNPD
NSD2	HNRNPD
CD4	HNRNPD
FN1	HNRNPD
ESR1	HNRNPD
ICAM1	HNRNPD
ENO1	HNRNPD
HNRNPC	HNRNPD
SNRPC	HNRNPD
HMOX1	HNRNPD
HNRNPA1	HNRNPD
IFIT2	HNRNPD
UBC	HNRNPD
CXCL8	HNRNPD
RARA	HNRNPD
BCL2	HNRNPD
HSPA5	HNRNPD
ERG	HNRNPD
ITGA4	HNRNPD
RPA2	HNRNPD
H2AFX	HNRNPD
GJA1	HNRNPD
VCAM1	HNRNPD
NCL	HNRNPD
CDK2	HNRNPD
RPA1	HNRNPD
HNRNPH1	HNRNPD
SFN	HNRNPD
ARRB2	HNRNPD
RPA3	HNRNPD
FUS	HNRNPD
DDIT3	HNRNPD
VHL	HNRNPD
CXCL5	HNRNPD
NSF	HNRNPD
PIK3CG	HNRNPD
GSK3B	HNRNPD
MEOX2	HNRNPD
CDK7	HNRNPD
CDK9	HNRNPD
PRKAG1	HNRNPD
PRKAA2	HNRNPD
SUMO3	HNRNPD
CD81	HNRNPD
GABARAPL2	HNRNPD
SUMO2	HNRNPD
YWHAE	HNRNPD
GRB2	HNRNPD
SUMO1	HNRNPD
MDM2	HNRNPD
PRKCE	HNRNPD
AHNAK	HNRNPD
STK4	HNRNPD
PRKAA1	HNRNPD
TRIM28	HNRNPD
CLN3	HNRNPD
SNW1	HNRNPD
CUL1	HNRNPD
CUL2	HNRNPD
CUL3	HNRNPD
CUL4A	HNRNPD
CUL4B	HNRNPD
EXOSC2	HNRNPD
BECN1	HNRNPD
CUL7	HNRNPD
PAFAH1B3	HNRNPD
PCBP2	HNRNPD
ELAVL1	HNRNPD
STK11	HNRNPD
NEDD8	HNRNPD
PCSK7	HNRNPD
HIF1A	HNRNPD
PAN2	HNRNPD
WIPI1	HNRNPD
KHDRBS2	HNRNPD
ATG16L1	HNRNPD
RPGRIP1L	HNRNPD
SUMO4	HNRNPD
KLHDC10	HNRNPD
ATG14	HNRNPD
MEPCE	HNRNPD
COPS6	HNRNPD
TECPR1	HNRNPD
CAND1	HNRNPD
ERI1	HNRNPD
ULK2	HNRNPD
NEK9	HNRNPD
RB1CC1	HNRNPD
KBTBD7	HNRNPD
RASSF5	HNRNPD
DDX1	HNRNPD
NSMAF	HNRNPD
COPS5	HNRNPD
KHSRP	HNRNPD
CUL5	HNRNPD
IGSF8	HNRNPD
ATG4C	HNRNPD
NRBF2	HNRNPD
DCUN1D1	HNRNPD
ASB2	HNRNPD
CAMKK2	HNRNPD
FYCO1	HNRNPD
ATG101	HNRNPD
MLST8	HNRNPD
DDA1	HNRNPD
MAP1LC3C	HNRNPD
AMBRA1	HNRNPD
MAP1LC3B	HNRNPD
UBA5	HNRNPD
PAIP1	HNRNPD
GABARAPL1	HNRNPD
ATG10	HNRNPD
ATG5	HNRNPD
HSD3B7	HNRNPD
MAP1LC3A	HNRNPD
SMARCAD1	HNRNPD
MOV10	HNRNPD
SMURF1	HNRNPD
GPN1	HNRNPD
SH3GLB2	HNRNPD
ATG3	HNRNPD
UVRAG	HNRNPD
NXF1	HNRNPD
PRKAG2	HNRNPD
IPO11	HNRNPD
PTBP2	HNRNPD
HDAC5	HNRNPD
RABGAP1	HNRNPD
PRKAB1	HNRNPD
WDR45	HNRNPD
ATG4B	HNRNPD
WIPI2	HNRNPD
DMRT2	HNRNPD
IVNS1ABP	HNRNPD
BHLHE40	TOB2
UBR5	TOB2
L1CAM	TOB2
ELAVL1	TOB2
A2M	SCARB2
UBC	SCARB2
HSPD1	SCARB2
SLC2A4	SCARB2
ATP6V1B1	SCARB2
ATP4A	SCARB2
ATP6V1A	SCARB2
YWHAE	SCARB2
YWHAZ	SCARB2
NONO	SCARB2
DDX1	SCARB2
TAF15	SCARB2
HSD3B7	SCARB2
PLSCR1	NID2
NPHP4	NID2
EED	NID2
COL1A1	NID2
COL4A1	NID2
MDK	NID2
PRELP	NID2
POU5F1	NID2
LAMC2	NID2
APOE	LRP8
APOH	LRP8
UBC	LRP8
RELN	LRP8
SNX17	LRP8
SS18	LRP8
MYLIP	LRP8
MOV10	LRP8
NXF1	LRP8
CASK	IL18
IL18RAP	IL18
FOS	IL18
UBC	IL18
CASP1	IL18
SHMT2	IL18
CASP3	IL18
CASP4	IL18
CASP5	IL18
IL18R1	IL18
IL1RL2	IL18
PGLS	DPYS
DPYSL5	DPYS
AGR2	DAG1
ITGB1	DAG1
UBC	DAG1
CHRNB1	DAG1
ACTN1	DAG1
VCL	DAG1
LAMA1	DAG1
PIK3R1	DAG1
UTRN	DAG1
PSEN1	DAG1
CAV3	DAG1
CORO7	DAG1
YWHAE	DAG1
PTK2	DAG1
DRP2	DAG1
RAPSN	DAG1
ELAVL1	DAG1
SGCA	DAG1
AGR3	DAG1
SH3KBP1	DAG1
PRX	DAG1
TLN1	DAG1
UBC	VEZF1
MEOX2	VEZF1
IRF8	VEZF1
ELAVL1	VEZF1
FOXP3	VEZF1
ZNF322	PDE1C
OBSL1	DSG2
EED	DSG2
EGFR	DSG2
ADRB2	DSG2
UBC	DSG2
JUP	DSG2
RYK	DSG2
DSC2	DSG2
DSC1	DSG2
CUL7	DSG2
SART3	DSG2
PAN2	DSG2
NCSTN	DSG2
PKP2	DSG2
CCDC8	DSG2
CHCHD2	DSG2
DVL2	TRIM29
AXIN1	TRIM29
POLR2D	TRIM29
MED7	TRIM29
PRICKLE3	TRIM29
SHOX2	TRIM29
EGFR	TRIM29
PARP1	TRIM29
HCLS1	TRIM29
GATA1	TRIM29
POLR2E	TRIM29
SP100	TRIM29
GTF2E1	TRIM29
HINT1	TRIM29
GSK3B	TRIM29
GOLGA2	TRIM29
SNAPC1	TRIM29
JAKMIP2	TRIM29
GCC1	TRIM29
CRACR2A	TRIM29
TSGA10	TRIM29
MOV10	TRIM29
NXF1	TRIM29
HDAC9	TRIM29
DMRT1	TRIM29
IKBKG	TRIM29
YAP1	VGLL4
CDK6	VGLL4
ELAVL1	VGLL4
LRRK1	VGLL4
TEAD3	VGLL4
TERF2IP	VGLL4
OBSL1	BOP1
EED	BOP1
ATP5B	BOP1
UBC	BOP1
HSPD1	BOP1
HSPA5	BOP1
PGAM2	BOP1
DDX5	BOP1
ATP5A1	BOP1
MNDA	BOP1
GARS	BOP1
GTF2A1	BOP1
VCP	BOP1
MARS	BOP1
SUMO2	BOP1
YWHAE	BOP1
SUMO1	BOP1
UBE2I	BOP1
CSNK2B	BOP1
KLF10	BOP1
PAK1	BOP1
GRB10	BOP1
CUL3	BOP1
CUL7	BOP1
SIX1	BOP1
TAF5	BOP1
TAF9	BOP1
H2AFV	BOP1
NOP9	BOP1
CAND1	BOP1
CAMK1D	BOP1
WDR36	BOP1
WDR48	BOP1
DDX54	BOP1
BRIX1	BOP1
UTP15	BOP1
KAT2B	BOP1
DVL3	BOP1
C18orf25	BOP1
MUS81	BOP1
RNF2	BOP1
TSNAX	BOP1
GRWD1	BOP1
MYBBP1A	BOP1
NAA11	BOP1
FOXP3	BOP1
RPF2	BOP1
GORASP2	BOP1
RPF1	BOP1
XPNPEP3	BOP1
SIRT7	BOP1
NLE1	BOP1
PAK1IP1	BOP1
RSL24D1	BOP1
FBXW11	BOP1
ACIN1	BOP1
DUSP12	BOP1
MTMR6	BOP1
NUDC	BOP1
LSM2	BOP1
NOC2L	BOP1
SUPT16H	BOP1
CBX7	UBE4A
UBC	UBE4A
GZMB	UBE4A
UBE2D1	UBE4A
CASP6	UBE4A
UBE2D3	UBE4A
SLA	UBE4A
ITPR1	UBE4A
ELAVL1	UBE4A
MAVS	UBE4A
UBXN4	UBE4A
SELENOS	UBE4A
UBE2D4	UBE4A
XPO1	SERTAD2
SUPT7L	SERTAD2
UBC	SERTAD2
ELAVL1	SERTAD2
CDC42EP2	SEPT6
SEPT4	SEPT6
TK1	SEPT6
HNRNPA1	SEPT6
UBC	SEPT6
CFTR	SEPT6
EGR1	SEPT6
S100A4	SEPT6
YWHAB	SEPT6
YWHAE	SEPT6
SEPT2	SEPT6
SEPT1	SEPT6
SH3KBP1	SEPT6
NSD3	SEPT6
SEPT9	SEPT6
CDC42EP3	SEPT6
UBC	TRIM14
GRB2	TRIM14
RNF2	TRIM14
SIRT5	TRIM14
IKBKG	TRIM14
ATG5	KEAP1
DLL1	KEAP1
DVL1	KEAP1
IKBKB	KEAP1
XPO1	KEAP1
CHUK	KEAP1
AXIN1	KEAP1
MAPKBP1	KEAP1
KPNA6	KEAP1
WDR1	KEAP1
TSC22D2	KEAP1
GABARAP	KEAP1
KLHL2	KEAP1
RECK	KEAP1
GYPA	KEAP1
CAT	KEAP1
PTMA	KEAP1
NPM1	KEAP1
CLU	KEAP1
IRF1	KEAP1
AK4	KEAP1
DDIT3	KEAP1
USP11	KEAP1
TERF1	KEAP1
PRKAG1	KEAP1
SESN2	KEAP1
GABARAPL2	KEAP1
YWHAE	KEAP1
LSM3	KEAP1
ETF1	KEAP1
RBX1	KEAP1
SNRPN	KEAP1
PRKCE	KEAP1
RELA	KEAP1
ZBTB16	KEAP1
BPTF	KEAP1
MAD2L1	KEAP1
MYO7A	KEAP1
SQSTM1	KEAP1
NFE2L2	KEAP1
CTR9	KEAP1
GLRX5	KEAP1
SLX4	KEAP1
ABCF1	KEAP1
PDCD6IP	KEAP1
BAD	KEAP1
NKD1	KEAP1
NEIL2	KEAP1
GPRASP2	KEAP1
FAM46A	KEAP1
WDR83	KEAP1
OSBPL10	KEAP1
MAP1LC3B	KEAP1
GABARAPL1	KEAP1
DPP3	KEAP1
ZRANB1	KEAP1
FKBPL	KEAP1
BTRC	KEAP1
AXIN2	KEAP1
IKBKG	KEAP1
SESN1	KEAP1
OBSL1	URB2
BAG3	URB2
LMNA	URB2
UBC	URB2
LMNB1	URB2
MNDA	URB2
SIRT7	URB2
NTN1	DHX34
UBC	DHX34
RPS6KA6	DHX34
EED	MORC3
UBC	MORC3
KPNA2	MORC3
RAD23A	MORC3
SUMO3	MORC3
SUMO2	MORC3
ROR1	MORC3
EZH2	MORC3
JARID2	MORC3
AIM2	SAFB2
HDAC3	SAFB2
OBSL1	SAFB2
NCOR1	SAFB2
EED	SAFB2
APOA1	SAFB2
UBC	SAFB2
BMI1	SAFB2
FNTA	SAFB2
SUMO3	SAFB2
SUMO2	SAFB2
YWHAE	SAFB2
GRB2	SAFB2
SUMO1	SAFB2
SREBF2	SAFB2
IK	SAFB2
CUL3	SAFB2
CUL7	SAFB2
SUZ12	SAFB2
EZH2	SAFB2
LRRK2	SAFB2
PYHIN1	SAFB2
CAND1	SAFB2
ZSCAN18	SAFB2
RB1CC1	SAFB2
KBTBD7	SAFB2
COPS5	SAFB2
MAP1LC3A	SAFB2
MOV10	SAFB2
TOPORS	SAFB2
EIF3CL	EIF3A
WWP2	EIF3A
PIK3C2A	EIF3A
PSMD14	EIF3A
DDX3X	EIF3A
AIM2	EIF3A
HAT1	EIF3A
UBD	EIF3A
DHX15	EIF3A
LAMTOR5	EIF3A
FOXO3	EIF3A
RAD21	EIF3A
DKC1	EIF3A
DNAJA2	EIF3A
OBSL1	EIF3A
NIPSNAP2	EIF3A
EED	EIF3A
RPS6KA5	EIF3A
EIF3J	EIF3A
CLPX	EIF3A
GABARAP	EIF3A
PGLS	EIF3A
STAU1	EIF3A
FN1	EIF3A
EIF2S1	EIF3A
ICAM1	EIF3A
JUN	EIF3A
KRT7	EIF3A
UBC	EIF3A
RARA	EIF3A
ITGA4	EIF3A
RPS2	EIF3A
GOT1	EIF3A
VCAM1	EIF3A
TFE3	EIF3A
EIF4B	EIF3A
ACAT1	EIF3A
CDK2	EIF3A
APC	EIF3A
RPS12	EIF3A
PPP2R1A	EIF3A
GCH1	EIF3A
GRK5	EIF3A
MNDA	EIF3A
GARS	EIF3A
EIF1	EIF3A
NR4A2	EIF3A
VDAC2	EIF3A
RPS10	EIF3A
GCLC	EIF3A
CCT3	EIF3A
PRKAG1	EIF3A
EIF6	EIF3A
CD81	EIF3A
EIF4A1	EIF3A
RPS20	EIF3A
SEM1	EIF3A
RPS3A	EIF3A
SUMO2	EIF3A
YWHAE	EIF3A
RPS23	EIF3A
RPS18	EIF3A
POLR2G	EIF3A
CNBP	EIF3A
RPS26	EIF3A
YWHAZ	EIF3A
RACK1	EIF3A
UBE2I	EIF3A
EIF4G2	EIF3A
GTF2B	EIF3A
CDK5	EIF3A
CAP1	EIF3A
EIF4G1	EIF3A
REL	EIF3A
TARDBP	EIF3A
PSMD2	EIF3A
DYNC1I2	EIF3A
HDAC1	EIF3A
DDX39B	EIF3A
BOP1	EIF3A
EIF4A2	EIF3A
BMS1	EIF3A
KPNB1	EIF3A
NEDD8	EIF3A
PABPC1L	EIF3A
EIF3M	EIF3A
BBS1	EIF3A
WDR48	EIF3A
DDX54	EIF3A
RNF139	EIF3A
HSPH1	EIF3A
KAT2B	EIF3A
ATP6V0A1	EIF3A
IGSF8	EIF3A
NRBF2	EIF3A
BBS4	EIF3A
RNF2	EIF3A
EIF3C	EIF3A
TUBA1C	EIF3A
MLST8	EIF3A
NOC4L	EIF3A
RIOK2	EIF3A
DDA1	EIF3A
LGR4	EIF3A
UBA5	EIF3A
CCDC8	EIF3A
ATG5	EIF3A
HSD3B7	EIF3A
WNK1	EIF3A
MOB1A	EIF3A
ACTR5	EIF3A
POLR1B	EIF3A
SMURF1	EIF3A
SH3GLB2	EIF3A
FBXO6	EIF3A
DISC1	EIF3A
ACSS1	EIF3A
WWOX	EIF3A
NOP53	EIF3A
EIF3K	EIF3A
ABCF2	EIF3A
PRKAG2	EIF3A
INTS6	EIF3A
FZR1	EIF3A
EIF3L	EIF3A
USP3	EIF3A
CRX	KIAA0141
DVL2	ARHGEF7
AXIN1	ARHGEF7
NCK2	ARHGEF7
SH2D1A	ARHGEF7
PAK3	ARHGEF7
UBC	ARHGEF7
CBL	ARHGEF7
AKT1	ARHGEF7
MCM7	ARHGEF7
CTNNB1	ARHGEF7
NAA10	ARHGEF7
WAS	ARHGEF7
CSNK1A1	ARHGEF7
CSNK1E	ARHGEF7
GSK3B	ARHGEF7
MEOX2	ARHGEF7
CDC42	ARHGEF7
CALM1	ARHGEF7
YWHAE	ARHGEF7
GRB2	ARHGEF7
RAC1	ARHGEF7
YWHAZ	ARHGEF7
SMAD3	ARHGEF7
CENPC	ARHGEF7
ADAM15	ARHGEF7
SMAD4	ARHGEF7
TUBB3	ARHGEF7
SCRIB	ARHGEF7
GIT2	ARHGEF7
SMAD2	ARHGEF7
SMAD1	ARHGEF7
SRGAP1	ARHGEF7
PPM1E	ARHGEF7
NKD1	ARHGEF7
CERS2	ARHGEF7
ERBIN	ARHGEF7
ITPA	ARHGEF7
NOD2	ARHGEF7
NCKIPSD	ARHGEF7
AXIN2	ARHGEF7
UBC	EFR3A
YWHAB	EFR3A
ELAVL1	EFR3A
NEDD8	EFR3A
RNF2	EFR3A
OBSL1	UBAP2L
SF3B1	UBAP2L
BCAR3	UBAP2L
BAG3	UBAP2L
FN1	UBAP2L
ESR1	UBAP2L
ISG15	UBAP2L
UBC	UBAP2L
ITGA4	UBAP2L
VCL	UBAP2L
VCAM1	UBAP2L
ZP3	UBAP2L
ACAT1	UBAP2L
BMI1	UBAP2L
FUS	UBAP2L
MLH1	UBAP2L
PMS1	UBAP2L
UBE2H	UBAP2L
PTK2	UBAP2L
ILK	UBAP2L
CUL3	UBAP2L
ELAVL1	UBAP2L
CPSF6	UBAP2L
UBAP2	UBAP2L
ETFBKMT	UBAP2L
CPSF7	UBAP2L
COPS5	UBAP2L
MED15	UBAP2L
TOLLIP	UBAP2L
SIRT7	UBAP2L
NLK	UBAP2L
NXF1	UBAP2L
YEATS2	UBAP2L
TLN1	UBAP2L
MYO1F	SCRIB
ARVCF	SCRIB
SPTBN2	SCRIB
NCK2	SCRIB
OPA1	SCRIB
NOS1AP	SCRIB
OBSL1	SCRIB
SEC31A	SCRIB
SBF1	SCRIB
CRTAM	SCRIB
FN1	SCRIB
GAPDH	SCRIB
GSN	SCRIB
NPM1	SCRIB
TUBB	SCRIB
HSP90AA1	SCRIB
HSP90AB1	SCRIB
UBC	SCRIB
MAP2	SCRIB
ITGA4	SCRIB
EEF2	SCRIB
TSHR	SCRIB
PRKCA	SCRIB
VCAM1	SCRIB
NCL	SCRIB
SFPQ	SCRIB
MCC	SCRIB
MST1	SCRIB
NOS1	SCRIB
SSTR3	SCRIB
KIF5B	SCRIB
SHMT2	SCRIB
HSPA1L	SCRIB
MYH10	SCRIB
PPP1CC	SCRIB
MATR3	SCRIB
NSF	SCRIB
CAPZA2	SCRIB
CLK3	SCRIB
TSC2	SCRIB
HSD17B4	SCRIB
HSPA2	SCRIB
CSE1L	SCRIB
VCP	SCRIB
ACTB	SCRIB
PPP1CB	SCRIB
YWHAE	SCRIB
EEF1A1	SCRIB
TUBA1B	SCRIB
TUBB4B	SCRIB
HNRNPU	SCRIB
EXOSC10	SCRIB
BDH1	SCRIB
UBE3A	SCRIB
DNM1	SCRIB
PRKCD	SCRIB
DHX9	SCRIB
DMWD	SCRIB
KIF5A	SCRIB
FLII	SCRIB
PAK1	SCRIB
TRIM28	SCRIB
SPTAN1	SCRIB
GIT2	SCRIB
KCTD2	SCRIB
ARHGEF6	SCRIB
NONO	SCRIB
SHB	SCRIB
CPSF6	SCRIB
DBN1	SCRIB
SDK2	SCRIB
ATAT1	SCRIB
TMEM173	SCRIB
LRRC6	SCRIB
ERC1	SCRIB
KSR1	SCRIB
SLX4	SCRIB
KBTBD7	SCRIB
LMO7	SCRIB
ESR2	SCRIB
GOLGA1	SCRIB
EFHD2	SCRIB
DCUN1D1	SCRIB
CDC5L	SCRIB
TSG101	SCRIB
LGR4	SCRIB
WWTR1	SCRIB
KLC2	SCRIB
CCDC8	SCRIB
ATG10	SCRIB
CPVL	SCRIB
MOV10	SCRIB
NXF1	SCRIB
PRKAG2	SCRIB
MYO5A	SCRIB
KCTD3	SCRIB
PCLO	SCRIB
PIK3CD	GIT2
TGFB1I1	GIT2
NCK2	GIT2
KPNA6	GIT2
DNAJC13	GIT2
EGFR	GIT2
C4BPA	GIT2
UBC	GIT2
ACTN1	GIT2
NCK1	GIT2
GRK2	GIT2
CORO1A	GIT2
TGFBR1	GIT2
PPP5C	GIT2
HIRA	GIT2
YWHAG	GIT2
YWHAE	GIT2
ACTG1	GIT2
CENPC	GIT2
RBBP4	GIT2
CALCOCO2	GIT2
PAK1	GIT2
SAFB2	GIT2
E2F2	GIT2
STRIP1	GIT2
FOXP3	GIT2
MOV10	GIT2
ATF5	GIT2
TLR3	SCARF1
C11orf58	IKBKE
PSMD12	IKBKE
PGRMC1	IKBKE
CLIC1	IKBKE
PSMD14	IKBKE
DDX3X	IKBKE
PDXK	IKBKE
PDCD5	IKBKE
IKBKB	IKBKE
PFAS	IKBKE
CHUK	IKBKE
PGRMC2	IKBKE
EIF3D	IKBKE
PSMD3	IKBKE
TPD52L2	IKBKE
TRAF3IP2	IKBKE
SGTA	IKBKE
NARS	IKBKE
NUDT21	IKBKE
SNX3	IKBKE
SYNCRIP	IKBKE
MRPS14	IKBKE
PFDN1	IKBKE
ROCK2	IKBKE
SEC22B	IKBKE
SF3B1	IKBKE
LYPLA1	IKBKE
SNRNP200	IKBKE
STK16	IKBKE
GLRX3	IKBKE
DDX58	IKBKE
BPNT1	IKBKE
PNP	IKBKE
TFRC	IKBKE
TUBB4A	IKBKE
RPN1	IKBKE
SSB	IKBKE
NPM1	IKBKE
TPM3	IKBKE
ANXA2	IKBKE
TUBB	IKBKE
APRT	IKBKE
FH	IKBKE
RHOC	IKBKE
HSP90AB1	IKBKE
ASNS	IKBKE
SNRPB2	IKBKE
SNRPA1	IKBKE
PARP1	IKBKE
UCHL1	IKBKE
LTA4H	IKBKE
HSPA8	IKBKE
PDHB	IKBKE
PABPC1	IKBKE
PCNA	IKBKE
IMPDH2	IKBKE
CKMT1B	IKBKE
COX4I1	IKBKE
PDIA4	IKBKE
PLS3	IKBKE
ETFA	IKBKE
MIF	IKBKE
PRKCSH	IKBKE
TRIM27	IKBKE
AKR1B1	IKBKE
GSPT1	IKBKE
EZR	IKBKE
DSP	IKBKE
CBR1	IKBKE
DDX5	IKBKE
MYL12A	IKBKE
SRM	IKBKE
RAB5A	IKBKE
PSMB1	IKBKE
VDAC1	IKBKE
SDHB	IKBKE
PCMT1	IKBKE
PPIB	IKBKE
RRM1	IKBKE
EEF1B2	IKBKE
ATP5F1	IKBKE
ACP1	IKBKE
DNAJB1	IKBKE
PSMA1	IKBKE
PSMA2	IKBKE
MSN	IKBKE
TARS	IKBKE
PSMB4	IKBKE
PSMB6	IKBKE
TKT	IKBKE
PML	IKBKE
EEF1D	IKBKE
ERP29	IKBKE
PRDX5	IKBKE
DDT	IKBKE
ECHS1	IKBKE
PPP2R1A	IKBKE
ADSS	IKBKE
SDHA	IKBKE
MAT2A	IKBKE
ATIC	IKBKE
HNRNPH1	IKBKE
STIP1	IKBKE
KIF5B	IKBKE
SHMT2	IKBKE
RPL22	IKBKE
MYH10	IKBKE
PSMC2	IKBKE
DLST	IKBKE
SRP14	IKBKE
TAGLN2	IKBKE
TALDO1	IKBKE
ETFB	IKBKE
