first	second
DCPS	HSPA5
TUBGCP3	HSPA5
ATG4C	HSPA5
ERLEC1	HSPA5
SIRT1	HSPA5
NRBF2	HSPA5
EEF2KMT	HSPA5
AURKB	HSPA5
DCUN1D1	HSPA5
PAWR	HSPA5
DNAJC1	HSPA5
NEDD4L	HSPA5
VPS13A	HSPA5
CAMKK2	HSPA5
CDC5L	HSPA5
MAP3K14	HSPA5
MYD88	HSPA5
DPYSL5	HSPA5
FYCO1	HSPA5
ATG101	HSPA5
TUBGCP2	HSPA5
METTL22	HSPA5
CEP250	HSPA5
MLST8	HSPA5
DDA1	HSPA5
MAP1LC3C	HSPA5
DPH1	HSPA5
AMBRA1	HSPA5
MAP1LC3B	HSPA5
DDX24	HSPA5
AICDA	HSPA5
UBA5	HSPA5
CCDC8	HSPA5
ATG10	HSPA5
SIL1	HSPA5
ATG5	HSPA5
HSD3B7	HSPA5
TP63	HSPA5
MAP1LC3A	HSPA5
MOV10	HSPA5
SMURF1	HSPA5
AGO4	HSPA5
SEC31B	HSPA5
SH3GLB2	HSPA5
FBXO6	HSPA5
PAPOLB	HSPA5
UBQLN4	HSPA5
VPS45	HSPA5
ATG3	HSPA5
SIRT3	HSPA5
RNF146	HSPA5
HAUS2	HSPA5
MKS1	HSPA5
TAB2	HSPA5
EIF2AK3	HSPA5
HSPBP1	HSPA5
SH3BP4	HSPA5
UVRAG	HSPA5
DNAJB9	HSPA5
NXF1	HSPA5
AASS	HSPA5
PRKAG2	HSPA5
TUBGCP4	HSPA5
KCND3	HSPA5
CHIC2	HSPA5
CORO1C	HSPA5
MAGED2	HSPA5
USP22	HSPA5
HDAC5	HSPA5
RUVBL2	HSPA5
GINS2	HSPA5
INVS	HSPA5
STK38L	HSPA5
SH3GLB1	HSPA5
RABGAP1	HSPA5
PRKAB1	HSPA5
WDR45	HSPA5
ATG4B	HSPA5
WIPI2	HSPA5
AFG3L2	HSPA5
POLR3H	HSPA5
GMPPB	HSPA5
INSIG2	HSPA5
FKBP7	HSPA5
BMPR1B	LAMC1
LAMA5	LAMC1
SNX2	LAMC1
EED	LAMC1
RPS6KA5	LAMC1
ADCY5	LAMC1
NTN1	LAMC1
KRAS	LAMC1
LAMB1	LAMC1
IGF1R	LAMC1
UBC	LAMC1
FGFR3	LAMC1
TUBG1	LAMC1
LAMA1	LAMC1
PDIA3	LAMC1
CTNNB1	LAMC1
NOTCH1	LAMC1
PPP5C	LAMC1
ANTXR2	LAMC1
GRB2	LAMC1
POU5F1	LAMC1
SOS1	LAMC1
EIF3I	LAMC1
SQSTM1	LAMC1
NID2	LAMC1
STAT4	LAMC1
ELAVL1	LAMC1
PYHIN1	LAMC1
SRPK1	LAMC1
KATNB1	LAMC1
LGR4	LAMC1
CCDC8	LAMC1
NTN4	LAMC1
FBXO6	LAMC1
HECW2	LAMC1
WASHC3	LAMC1
PIK3CG	CD37
CLEC7A	CD37
SNAPIN	MYH3
ICAM1	MYH3
YWHAZ	MYH3
CUL1	MYH3
PPP1R7	MYH3
NEDD8	MYH3
IGSF8	MYH3
FBXO32	MYH3
NEURL2	MYH3
TERF1	PNMT
TERF2IP	PNMT
UBC	ACP2
M6PR	ACP2
CBX1	ACP2
NIF3L1	ACP2
FBXO6	ACP2
DNAJB11	ACP2
KATNA1	MAP2
PTBP3	MAP2
JUN	MAP2
NEFL	MAP2
UBC	MAP2
SRC	MAP2
NCK1	MAP2
JUNB	MAP2
SYN1	MAP2
EGR1	MAP2
MARK3	MAP2
NMT1	MAP2
YWHAB	MAP2
YWHAE	MAP2
YWHAZ	MAP2
YBX1	MAP2
RAE1	MAP2
GRIN1	MAP2
GRIN2B	MAP2
MYO7A	MAP2
CAMK2D	MAP2
DGKZ	MAP2
CBFB	MAP2
DAG1	MAP2
PLEC	MAP2
KNDC1	MAP2
ABCF1	MAP2
MARK4	MAP2
NEDD4L	MAP2
EIF3C	MAP2
CADM1	MAP2
SCHIP1	MAP2
HECW2	MAP2
EIF3K	MAP2
DIMT1	MAP2
PA2G4	MAP2
INVS	MAP2
SULT2B1	HSPA8
TLR4	HSPA8
MEN1	HSPA8
PIK3C2A	HSPA8
PIK3R2	HSPA8
TRIM38	HSPA8
TCERG1	HSPA8
HGS	HSPA8
AURKA	HSPA8
RAB29	HSPA8
GAK	HSPA8
CEP290	HSPA8
UBD	HSPA8
NPHP1	HSPA8
GPR37	HSPA8
INPPL1	HSPA8
PDPK1	HSPA8
FOXO3	HSPA8
PRKAB2	HSPA8
SGTA	HSPA8
AIRE	HSPA8
PRKN	HSPA8
TLR2	HSPA8
JAK2	HSPA8
USO1	HSPA8
ATG13	HSPA8
NPHP4	HSPA8
DNAJC13	HSPA8
DNAJB6	HSPA8
NIPSNAP2	HSPA8
PROP1	HSPA8
ULK1	HSPA8
KATNA1	HSPA8
TADA3	HSPA8
EED	HSPA8
PPP1R15A	HSPA8
BCAS2	HSPA8
ATG12	HSPA8
GABARAP	HSPA8
GOSR1	HSPA8
PGLS	HSPA8
ATG7	HSPA8
BAG4	HSPA8
AP2A1	HSPA8
STAU1	HSPA8
LDHA	HSPA8
SOD1	HSPA8
GOT2	HSPA8
EGFR	HSPA8
LALBA	HSPA8
MYC	HSPA8
CD4	HSPA8
HLA-DRA	HSPA8
HLA-DRB1	HSPA8
FN1	HSPA8
ESR1	HSPA8
ERBB2	HSPA8
APP	HSPA8
JUN	HSPA8
POLR3D	HSPA8
ENO1	HSPA8
CSF1R	HSPA8
ADRB2	HSPA8
MME	HSPA8
HMGB1	HSPA8
FBP1	HSPA8
CLTA	HSPA8
UCHL1	HSPA8
UBB	HSPA8
MAPT	HSPA8
HSPD1	HSPA8
MCF2	HSPA8
HSPA5	HSPA8
LIPC	HSPA8
ERG	HSPA8
UBL4A	HSPA8
CDK4	HSPA8
CDH1	HSPA8
ITGA4	HSPA8
EEF2	HSPA8
HLA-DRB4	HSPA8
SLC2A4	HSPA8
BRAF	HSPA8
RPA2	HSPA8
IL7R	HSPA8
STMN1	HSPA8
HSPA6	HSPA8
GJA1	HSPA8
TCP1	HSPA8
VCL	HSPA8
VCAM1	HSPA8
NFKB1	HSPA8
CDK11B	HSPA8
FGFR3	HSPA8
CBL	HSPA8
TUBG1	HSPA8
IL32	HSPA8
CCND1	HSPA8
CDK2	HSPA8
DNAJB1	HSPA8
DNAJB2	HSPA8
PSMA2	HSPA8
PSMA3	HSPA8
RPA1	HSPA8
SHC1	HSPA8
PPP2R1A	HSPA8
TM4SF1	HSPA8
GCH1	HSPA8
DNAJA1	HSPA8
AKT1	HSPA8
YWHAB	HSPA8
ARRB2	HSPA8
HTR7	HSPA8
CTNNB1	HSPA8
IL13	HSPA8
RPA3	HSPA8
IRS1	HSPA8
FUS	HSPA8
DDIT3	HSPA8
PPP1CC	HSPA8
SNCA	HSPA8
BRCA1	HSPA8
EIF4A3	HSPA8
CDKN1A	HSPA8
VHL	HSPA8
RGS2	HSPA8
EPS15	HSPA8
CDKN2A	HSPA8
RAD52	HSPA8
CRK	HSPA8
BAG6	HSPA8
NSF	HSPA8
PIK3CG	HSPA8
PXN	HSPA8
LMAN1	HSPA8
CCT3	HSPA8
ARRB1	HSPA8
CENPA	HSPA8
TSC2	HSPA8
HCFC1	HSPA8
RPS6KA3	HSPA8
PPP5C	HSPA8
ATXN3	HSPA8
ATXN1	HSPA8
PRKAG1	HSPA8
PRKAA2	HSPA8
RAD23A	HSPA8
RAD23B	HSPA8
SLC12A3	HSPA8
SUMO3	HSPA8
GABARAPL2	HSPA8
SNAP25	HSPA8
SEM1	HSPA8
CXCR4	HSPA8
MAGOH	HSPA8
SUMO2	HSPA8
HNRNPK	HSPA8
YWHAG	HSPA8
YWHAE	HSPA8
RBX1	HSPA8
GRB2	HSPA8
AP2B1	HSPA8
SUMO1	HSPA8
DYNLL1	HSPA8
EEF1A1	HSPA8
HIST1H3A	HSPA8
DLG4	HSPA8
PHC1	HSPA8
HLA-DRB3	HSPA8
ERH	HSPA8
CYCS	HSPA8
FANCC	HSPA8
HSF1	HSPA8
NFKB2	HSPA8
RELB	HSPA8
COL7A1	HSPA8
MAP2K1	HSPA8
MST1R	HSPA8
YWHAH	HSPA8
GRIN1	HSPA8
C1QBP	HSPA8
MCL1	HSPA8
LGALS3BP	HSPA8
PPID	HSPA8
KCNMA1	HSPA8
KCNH2	HSPA8
CDC20	HSPA8
TRAF2	HSPA8
STK4	HSPA8
PRKAA1	HSPA8
TARDBP	HSPA8
STK3	HSPA8
DNAJC3	HSPA8
MAP3K1	HSPA8
CLN3	HSPA8
ATM	HSPA8
ILK	HSPA8
BIRC2	HSPA8
SQSTM1	HSPA8
SNW1	HSPA8
CUL1	HSPA8
CUL2	HSPA8
CUL3	HSPA8
CUL4A	HSPA8
CUL4B	HSPA8
IL16	HSPA8
HNRNPD	HSPA8
BECN1	HSPA8
HLTF	HSPA8
IQCB1	HSPA8
SF3A2	HSPA8
TRADD	HSPA8
TAB1	HSPA8
STK11	HSPA8
NEDD8	HSPA8
HIF1A	HSPA8
HIST3H3	HSPA8
ATG2A	HSPA8
HLA-DRB5	HSPA8
LRRK1	HSPA8
PAN2	HSPA8
HIKESHI	HSPA8
WIPI1	HSPA8
LRRK2	HSPA8
METTL21C	HSPA8
ATG16L1	HSPA8
RPGRIP1L	HSPA8
SUMO4	HSPA8
KLHDC10	HSPA8
LRFN4	HSPA8
WDR82	HSPA8
NAPRT	HSPA8
ATG14	HSPA8
USP50	HSPA8
HIST2H3C	HSPA8
COPS6	HSPA8
NPHP3	HSPA8
CAMKMT	HSPA8
TECPR1	HSPA8
CAND1	HSPA8
UNC45B	HSPA8
C17orf49	HSPA8
ETFBKMT	HSPA8
ULK2	HSPA8
ABI1	HSPA8
AHI1	HSPA8
ZFAND2A	HSPA8
SIRT6	HSPA8
NOA1	HSPA8
PIK3C3	HSPA8
ATL2	HSPA8
KDM2B	HSPA8
RFWD2	HSPA8
DNAJB14	HSPA8
FBXO25	HSPA8
NEK9	HSPA8
RB1CC1	HSPA8
PARD3	HSPA8
UBASH3B	HSPA8
KBTBD7	HSPA8
RASSF5	HSPA8
METTL21A	HSPA8
DGCR8	HSPA8
TOPBP1	HSPA8
HSPH1	HSPA8
DYRK2	HSPA8
NSMAF	HSPA8
ESR2	HSPA8
TANK	HSPA8
COPS5	HSPA8
CUL5	HSPA8
FBXO32	HSPA8
RAB24	HSPA8
HDAC10	HSPA8
CIDEC	HSPA8
EEF1AKMT3	HSPA8
HAUS1	HSPA8
AP2M1	HSPA8
TUBGCP3	HSPA8
ATG4C	HSPA8
NRBF2	HSPA8
DCUN1D1	HSPA8
CDK5RAP3	HSPA8
CAMKK2	HSPA8
CDC5L	HSPA8
RNF2	HSPA8
MAP3K14	HSPA8
MYD88	HSPA8
BAG1	HSPA8
CITED1	HSPA8
FYCO1	HSPA8
ATG101	HSPA8
TUBGCP2	HSPA8
PCGF1	HSPA8
METTL22	HSPA8
CEP250	HSPA8
MLST8	HSPA8
DDA1	HSPA8
RPAP1	HSPA8
TSSK6	HSPA8
SRRT	HSPA8
MAP1LC3C	HSPA8
PACSIN1	HSPA8
AMBRA1	HSPA8
MAP1LC3B	HSPA8
AICDA	HSPA8
UBA5	HSPA8
SPRTN	HSPA8
GABARAPL1	HSPA8
ATG10	HSPA8
RBSN	HSPA8
ATG5	HSPA8
HSD3B7	HSPA8
DNAJC5	HSPA8
MAP1LC3A	HSPA8
SMURF1	HSPA8
AGO4	HSPA8
GPN1	HSPA8
MKKS	HSPA8
ATP13A2	HSPA8
SH3GLB2	HSPA8
TLR9	HSPA8
FBXO6	HSPA8
ATG3	HSPA8
HAUS2	HSPA8
MKS1	HSPA8
DPP3	HSPA8
TAB2	HSPA8
WWOX	HSPA8
AIPL1	HSPA8
CWC15	HSPA8
UVRAG	HSPA8
ATXN10	HSPA8
HDAC6	HSPA8
PRKAG2	HSPA8
TUBGCP4	HSPA8
HERC5	HSPA8
KCND3	HSPA8
PACSIN3	HSPA8
BAG5	HSPA8
SYNPO2	HSPA8
PACSIN2	HSPA8
FAF1	HSPA8
RUVBL1	HSPA8
INVS	HSPA8
ZBTB1	HSPA8
SUGT1	HSPA8
SH3GLB1	HSPA8
NDUFAF1	HSPA8
RABGAP1	HSPA8
PRKAB1	HSPA8
WDR45	HSPA8
ATG4B	HSPA8
WIPI2	HSPA8
INSIG2	HSPA8
IVNS1ABP	HSPA8
ADHFE1	LIPC
WWP2	EGR2
NFATC1	EGR2
MYC	EGR2
BPGM	EGR2
EGR1	EGR2
SOX8	EGR2
EGR3	EGR2
RPL7L1	EGR2
JPT2	EGR2
E2F3	SLC2A1
JAK2	SLC2A1
EED	SLC2A1
GAPDH	SLC2A1
CD55	SLC2A1
ITGA4	SLC2A1
ATF2	SLC2A1
VCAM1	SLC2A1
STOM	SLC2A1
CALR	SLC2A1
CANX	SLC2A1
TYK2	SLC2A1
PDIA3	SLC2A1
VHL	SLC2A1
IRAK1	SLC2A1
SUMO2	SLC2A1
DLG4	SLC2A1
ILK	SLC2A1
TXNIP	SLC2A1
PRKACA	SLC2A2
PDX1	SLC2A2
UBC	SLC2A3
IRF4	SLC2A3
ELAVL1	SLC2A3
CLIC1	EPB41
PSMA7	EPB41
SNX3	EPB41
SNRNP200	EPB41
NUP155	EPB41
ATP5L	EPB41
PNP	EPB41
HPRT1	EPB41
GOT2	EPB41
EGFR	EPB41
NPPA	EPB41
FN1	EPB41
CSTB	EPB41
GYPC	EPB41
MYL1	EPB41
TPM2	EPB41
UBC	EPB41
TXN	EPB41
COX5B	EPB41
SPTB	EPB41
PCNA	EPB41
MYH1	EPB41
MIF	EPB41
DRD2	EPB41
CBR1	EPB41
EPB42	EPB41
TAL1	EPB41
PSMB1	EPB41
PCMT1	EPB41
SCP2	EPB41
EEF1B2	EPB41
ACP1	EPB41
PSMA1	EPB41
U2AF2	EPB41
CALR	EPB41
PSMB5	EPB41
PEBP1	EPB41
STIP1	EPB41
S100A11	EPB41
PFN2	EPB41
DRD3	EPB41
TAGLN2	EPB41
HADHA	EPB41
LRPPRC	EPB41
CDKN2A	EPB41
HTT	EPB41
RANBP1	EPB41
PSMC4	EPB41
IQGAP1	EPB41
ATP5O	EPB41
TUFM	EPB41
SRP9	EPB41
PSMB3	EPB41
BCAM	EPB41
RAB5C	EPB41
KPNA2	EPB41
AK2	EPB41
SNU13	EPB41
TMEM33	EPB41
MTPN	EPB41
PSMA6	EPB41
RAB8A	EPB41
RAB2A	EPB41
RPS3A	EPB41
PSME3	EPB41
PCBD1	EPB41
HSPE1	EPB41
DAD1	EPB41
COPZ1	EPB41
YWHAE	EPB41
FKBP1A	EPB41
YWHAZ	EPB41
DYNLL1	EPB41
UBE2L3	EPB41
PAFAH1B2	EPB41
CYCS	EPB41
U2AF1	EPB41
SPTBN1	EPB41
EIF4G1	EPB41
DLG1	EPB41
UBE2V1	EPB41
PIN1	EPB41
FHL1	EPB41
SPTAN1	EPB41
NUMA1	EPB41
ELOC	EPB41
MAPRE1	EPB41
RAB11B	EPB41
ATP6V1E1	EPB41
SAR1A	EPB41
VAMP3	EPB41
RPS21	EPB41
LRRC59	EPB41
PSMB7	EPB41
PHB2	EPB41
MRPL57	EPB41
TXNDC17	EPB41
SLIRP	EPB41
CACYBP	EPB41
CENPJ	EPB41
DYNLRB1	EPB41
TJP2	EPB41
TRMT112	EPB41
PIN4	EPB41
HIGD1A	EPB41
TIMM13	EPB41
PRKAB2	UMPS
CALU	UMPS
NIPSNAP2	UMPS
EED	UMPS
PGLS	UMPS
EGFR	UMPS
APRT	UMPS
UBC	UMPS
CCNA2	UMPS
NOS3	UMPS
PRKAG1	UMPS
YWHAE	UMPS
RPS29	UMPS
RAD51	UMPS
CUL3	UMPS
USP50	UMPS
ZNF227	UMPS
PIK3C3	UMPS
RB1CC1	UMPS
ATG4C	UMPS
CDC5L	UMPS
ATG101	UMPS
PLA2G12A	UMPS
MOV10	UMPS
NXF1	UMPS
CDC42EP3	UMPS
INO80	UMPS
WIPI2	UMPS
IPO5	PDHB
PIK3C2A	PDHB
EXOC5	PDHB
DHX15	PDHB
PRPF4	PDHB
FOXO3	PDHB
CHMP2A	PDHB
PLRG1	PDHB
PRKAB2	PDHB
LIAS	PDHB
IDH3B	PDHB
PFDN1	PDHB
COQ9	PDHB
NIPSNAP2	PDHB
CS	PDHB
AP1G2	PDHB
GFPT2	PDHB
RAD54B	PDHB
GABARAP	PDHB
PGM3	PDHB
STAU1	PDHB
GH1	PDHB
FN1	PDHB
RPLP0	PDHB
ITGB1	PDHB
ADRB2	PDHB
QDPR	PDHB
UBC	PDHB
ESD	PDHB
ACADM	PDHB
FCER1A	PDHB
BCKDHA	PDHB
ETFA	PDHB
SLC2A4	PDHB
PSMC3	PDHB
RCC1	PDHB
ANXA7	PDHB
TBP	PDHB
APC	PDHB
PSMA1	PDHB
PSMA2	PDHB
PSMA3	PDHB
PSMB8	PDHB
PDHA2	PDHB
TSPO	PDHB
AKT1	PDHB
YWHAB	PDHB
DLST	PDHB
HPCAL1	PDHB
MDH2	PDHB
IARS	PDHB
PSMC4	PDHB
NSF	PDHB
FHIT	PDHB
POLG	PDHB
PRKAG1	PDHB
EIF5	PDHB
SUMO3	PDHB
PEX3	PDHB
TMEM33	PDHB
PSMA6	PDHB
RAP1B	PDHB
SUMO2	PDHB
UBE2H	PDHB
SNRPD1	PDHB
GNB2	PDHB
YWHAZ	PDHB
DLG4	PDHB
MDM2	PDHB
PFKP	PDHB
PRKCE	PDHB
OGDH	PDHB
TOP2B	PDHB
YWHAH	PDHB
KCNMA1	PDHB
STK4	PDHB
ACACA	PDHB
MAD2L1	PDHB
CLN3	PDHB
CUL3	PDHB
EIF3A	PDHB
GRB7	PDHB
BECN1	PDHB
MDC1	PDHB
GANAB	PDHB
KPNB1	PDHB
CYTH1	PDHB
SHB	PDHB
TSC22D1	PDHB
NEDD8	PDHB
ATG2A	PDHB
HSD17B12	PDHB
RRP12	PDHB
YOD1	PDHB
H3F3C	PDHB
KLHDC10	PDHB
HUWE1	PDHB
CAND1	PDHB
THNSL2	PDHB
PSMA8	PDHB
KBTBD7	PDHB
GCN1	PDHB
DYRK2	PDHB
TRIM63	PDHB
GTPBP3	PDHB
MUS81	PDHB
MCCC1	PDHB
CAMKK2	PDHB
RNF2	PDHB
MIPEP	PDHB
FYCO1	PDHB
ATG101	PDHB
DDA1	PDHB
AP1M1	PDHB
PUS3	PDHB
MAP1LC3B	PDHB
UBA5	PDHB
QRSL1	PDHB
ATG10	PDHB
ATG5	PDHB
ALG9	PDHB
ECT2	PDHB
WDR76	PDHB
NANOG	PDHB
MRS2	PDHB
SH3GLB2	PDHB
FBXO6	PDHB
OXSM	PDHB
EIF2AK4	PDHB
UVRAG	PDHB
PRKAG2	PDHB
SRRM2	PDHB
RABGAP1	PDHB
WIPI2	PDHB
SUPT16H	PDHB
PSAT1	PDHB
PRKN	DBT
EED	DBT
DLD	DBT
IFIT2	DBT
UBC	DBT
YWHAB	DBT
ABCC1	DBT
ATP6V1A	DBT
PXN	DBT
YWHAE	DBT
YBX1	DBT
POU5F1	DBT
MRPL58	DBT
HUWE1	DBT
ADI1	DBT
FOXP3	DBT
AGO3	DBT
AGO4	DBT
SRRM2	DBT
USP16	DBT
RAD21	ITGAM
HP	ITGAM
FGG	ITGAM
ITGB2	ITGAM
CD14	ITGAM
CFH	ITGAM
ICAM2	ITGAM
VAV1	ITGAM
PRTN3	ITGAM
PLAUR	ITGAM
CD209	ITGAM
AUP1	ITGAM
PRKAB2	PYGB
NIPSNAP2	PYGB
AMY2A	PYGB
PYGL	PYGB
NPM1	PYGB
UBC	PYGB
ACTN1	PYGB
PLCG1	PYGB
APC	PYGB
YWHAB	PYGB
ACSL1	PYGB
ATP6V1A	PYGB
MLH1	PYGB
PSMB2	PYGB
PRKAG1	PYGB
SUMO3	PYGB
SUMO2	PYGB
YWHAE	PYGB
NEDD8	PYGB
LRRK2	PYGB
CAND1	PYGB
SIAH1	PYGB
OGFOD1	PYGB
UBR7	PYGB
CPNE1	PYGB
ATG101	PYGB
DDA1	PYGB
WDR61	PYGB
UBA5	PYGB
RIC8A	PYGB
SIRT7	PYGB
PRKAB2	PYGM
KATNA1	PYGM
SRP72	PYGM
PAPLN	PYGM
LMNA	PYGM
AMY2A	PYGM
UBC	PYGM
TOP1	PYGM
GPD1	PYGM
S100A1	PYGM
DNM2	PYGM
YWHAE	PYGM
GPC5	PYGM
SET	PYGM
DLG1	PYGM
SGCG	PYGM
PPP2R5A	PYGM
PDE4DIP	PYGM
FAM46C	PYGM
FAM151B	PYGM
ARID1B	PYGM
TRIM63	PYGM
INTS4	PYGM
FAM110A	PYGM
ATG101	PYGM
TRIM54	PYGM
TRIM55	PYGM
PRKAG2	PYGM
FGA	MBL2
FGB	MBL2
KRT1	MBL2
PTX3	MBL2
MASP1	MBL2
YBX1	MBL2
MAD2L1	MBL2
HEPACAM	MBL2
LY96	MBL2
GNAI2	CHRM1
UBC	CHRM1
SNX1	CHRM1
CDC14A	CHRM1
UBC	CHRNB1
CANX	CHRNB1
MYO1G	RALA
EXOC5	RALA
RGL2	RALA
NDUFS6	RALA
HSPB1	RALA
UBC	RALA
FLNA	RALA
CCND1	RALA
CDK2	RALA
YWHAB	RALA
MYH9	RALA
MYH10	RALA
MPV17	RALA
MARCKSL1	RALA
PLCD1	RALA
WNT4	RALA
YWHAE	RALA
PPP2CB	RALA
GRIN1	RALA
ILF3	RALA
GRIN2B	RALA
PLD1	RALA
MSLN	RALA
CUL7	RALA
NONO	RALA
RALBP1	RALA
ELAVL1	RALA
RALGPS1	RALA
EXOC8	RALA
RGL4	RALA
RASSF5	RALA
CNKSR2	RALA
FAM3C	RALA
RAB8B	RALA
EXOC4	RALA
REPS1	RALA
METTL2A	RALA
CCDC8	RALA
EXOC1	RALA
LAMTOR3	RALA
EXOC7	RALA
EXOC6B	RALA
AIM2	RALB
UBC	RALB
ATP6V1B1	RALB
CCND1	RALB
ATP6V1A	RALB
MARCKSL1	RALB
PLCD1	RALB
BECN1	RALB
NONO	RALB
RGL3	RALB
RGL4	RALB
REPS1	RALB
LAMTOR3	RALB
NBN	NAT2
NAA10	NAT2
ATM	NAT2
BMPR1B	BCR
PIK3R2	BCR
GIPC1	BCR
RGS12	BCR
DOK2	BCR
APBA3	BCR
ABL1	BCR
MYC	BCR
HSP90AA1	BCR
UBC	BCR
HSPA8	BCR
CSNK2A2	BCR
ATP2B1	BCR
HNF1A	BCR
GABRR1	BCR
GRK5	BCR
TCF7	BCR
TGFBR1	BCR
CRK	BCR
CSNK1A1	BCR
PXN	BCR
CSNK1E	BCR
COPB1	BCR
SOS1	BCR
DLG1	BCR
MAPK6	BCR
HIF1A	BCR
LRRK1	BCR
WDR48	BCR
LNX1	BCR
UBASH3B	BCR
KBTBD7	BCR
INPP5D	BCR
NKD2	BCR
NKD1	BCR
AP2M1	BCR
TJP2	BCR
VPS28	BCR
UBQLN1	BCR
STUB1	BCR
AXIN2	BCR
MAP4K5	BCR
AP1G1	SPTB
TULP3	SPTB
UBC	SPTB
MAPT	SPTB
YWHAQ	SPTB
CSRP3	SPTB
MAP2K5	SPTB
RASA3	SPTB
DAXX	SPTB
LSM5	SPTB
AIP	LAMP1
AP1G1	LAMP1
GBA	LAMP1
CTSB	LAMP1
UBC	LAMP1
UBL4A	LAMP1
SLC2A4	LAMP1
LGALS3	LAMP1
TNFAIP3	LAMP1
ATP6V1A	LAMP1
ILF2	LAMP1
ILF3	LAMP1
CLN3	LAMP1
LAPTM5	LAMP1
ELAVL1	LAMP1
RRAGB	LAMP1
SLC36A1	LAMP1
SUMF1	LAMP1
SVIP	LAMP1
PLBD2	LAMP1
NCSTN	LAMP1
GOLGA1	LAMP1
AP2M1	LAMP1
HSD17B10	LAMP1
EPAS1	LAMP1
AP1M1	LAMP1
ATG5	LAMP1
ALG2	LAMP1
OSGEP	LAMP1
ATP13A2	LAMP1
FBXO6	LAMP1
TMEM106B	LAMP1
SLC2A8	LAMP1
PI4KB	LAMP1
PYCARD	LAMP1
DNAJA2	ERG
UBC	ERG
ETS2	ERG
TAL1	ERG
GATA2	ERG
LMO2	ERG
DNAJA1	ERG
ETV1	ERG
YWHAE	ERG
FLI1	ERG
SETDB1	ERG
LRRK2	ERG
DNAJA4	ERG
SOCS1	PIM1
NFATC1	PIM1
EGFR	PIM1
MYC	PIM1
FH	PIM1
ABCB1	PIM1
HSP90AB1	PIM1
UBC	PIM1
RARG	PIM1
CDC25A	PIM1
SHMT1	PIM1
CDC34	PIM1
NHLH1	PIM1
NUMA1	PIM1
PTPA	PIM1
ELAVL1	PIM1
HIST3H3	PIM1
AKT1S1	PIM1
PIK3C2A	ACADM
KPNA4	ACADM
ATP2A1	ACADM
UBD	ACADM
SURF4	ACADM
ABCC3	ACADM
PRKAB2	ACADM
CTSV	ACADM
NIPSNAP2	ACADM
RPS6KA5	ACADM
GABARAP	ACADM
AHSA1	ACADM
LDHA	ACADM
RPN2	ACADM
CTSD	ACADM
UBC	ACADM
ATP1A3	ACADM
ETFA	ACADM
PRKCSH	ACADM
SLC2A4	ACADM
ARF4	ACADM
WARS	ACADM
KDELR1	ACADM
CAD	ACADM
TSPO	ACADM
PSMC2	ACADM
ATP5C1	ACADM
ETFB	ACADM
DDOST	ACADM
CCT6A	ACADM
SSR2	ACADM
VDAC2	ACADM
CCT3	ACADM
TUFM	ACADM
SARS	ACADM
IDH3A	ACADM
CCT8	ACADM
CCT4	ACADM
RAB5C	ACADM
SSR4	ACADM
PRKAG1	ACADM
SEC13	ACADM
SUMO3	ACADM
TMEM33	ACADM
RAB2A	ACADM
RAP2B	ACADM
SUMO2	ACADM
CALM1	ACADM
YWHAE	ACADM
RAB1A	ACADM
ARF1	ACADM
CLTC	ACADM
MDM2	ACADM
CLN3	ACADM
HDAC1	ACADM
CUL3	ACADM
DDX39B	ACADM
GALE	ACADM
NEDD8	ACADM
ATG2A	ACADM
HSD17B12	ACADM
ATG16L1	ACADM
SUMO4	ACADM
USP50	ACADM
ATG4C	ACADM
SUCLG2	ACADM
ATG101	ACADM
DDA1	ACADM
UBA5	ACADM
GABARAPL1	ACADM
ATG10	ACADM
ATG5	ACADM
EHD1	ACADM
SH3GLB2	ACADM
TOMM22	ACADM
TECR	ACADM
AASS	ACADM
PRKAG2	ACADM
VPS4A	ACADM
SSR3	ACADM
USP20	ACADM
WIPI2	ACADM
NFS1	ACADM
SLC30A1	ACADM
NRP1	FGFR1
NIPSNAP2	FGFR1
FGF19	FGFR1
FGF1	FGFR1
HSP90AA1	FGFR1
FGF4	FGFR1
HTR1A	FGFR1
FGF2	FGFR1
UBC	FGFR1
GZMB	FGFR1
FGF3	FGFR1
FGF5	FGFR1
NCAM1	FGFR1
FDPS	FGFR1
ERBB3	FGFR1
PPP2R1B	FGFR1
CDK9	FGFR1
FGF8	FGFR1
HSPG2	FGFR1
SOS1	FGFR1
CDC20	FGFR1
BNIP2	FGFR1
STK3	FGFR1
SQSTM1	FGFR1
GRB14	FGFR1
KLB	FGFR1
NOSTRIN	FGFR1
KBTBD7	FGFR1
FGF23	FGFR1
FGF21	FGFR1
KL	FGFR1
WIPI2	FGFR1
NOP56	TOP1
UBE2C	TOP1
POLR3A	TOP1
BTAF1	TOP1
POLR1C	TOP1
PDPK1	TOP1
OBSL1	TOP1
ZPR1	TOP1
H2AFY	TOP1
ULK1	TOP1
CDC45	TOP1
EED	TOP1
CDK14	TOP1
RAD54B	TOP1
GABARAP	TOP1
SMC2	TOP1
NSD2	TOP1
GSR	TOP1
ABL1	TOP1
EGFR	TOP1
MYC	TOP1
ESR1	TOP1
JUN	TOP1
S100A9	TOP1
UBC	TOP1
RARA	TOP1
ERG	TOP1
